assessment_name,url,description,tags,test_type
Zabbix (New),https://www.shl.com/products/product-catalog/view/zabbix-new/,"Zabbix (New): Multi-choice test that measures the knowledge of Zabbix architecture, data handling, monitoring and administration.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
360 Digital Report,https://www.shl.com/products/product-catalog/view/360-digital-report/,"360 Digital Report: Introducing the new 360 Digital Report from SHL! Our latest offering revolutionizes the reporting experience for our 360 products, catering to the modern…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
360° Multi-Rater Feedback System (MFS),https://www.shl.com/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,"360° Multi-Rater Feedback System (MFS): SHL 360, or the Multi-Rater Feedback System (‘MFS’), provides a holistic 360-degree view of an employee by gathering feedback from the employee’s manager…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar,K
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=360&type=1&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
Find assessments that best meet your needs.,https://www.shl.com/products/product-catalog/?start=348&type=1&type=1,"Browse through our product assessment catalog for unrivalled employee assessments that evaluate cognitive ability, personality, behavior, skills, and more.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|See Our Solutions,K&P
SHL and Jobvite Integration,https://www.shl.com/solutions/services/ats-integrations/jobvite/,"SHL assessments integrate seamlessly with Jobvite Hire, to help you identify the right candidates faster and much more efficiently.",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|ATS Integrations|See Our Solutions,K
Simplify.hr and SHL Integration,https://www.shl.com/solutions/services/ats-integrations/simplify-hr/,SHL is a certified Simplify.hr integration partner with multiple active integrations on both the SHL Assessments and Video Interview product range.,Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|ATS Integrations|See Our Solutions,K
F2F Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/f2f-personality-and-ability-assessment-2084/,"Hong Kong, Hong Kong, Jan 21, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Personality & Ability Assessment,https://www.shl.com/solutions/services/training-calendar/view/personality-and-ability-assessment-2111/,"Shanghai, China, Jan 21, 2026: 无论您使用纸笔测试或在线测试，亦或者是两者结合使用，Talent Assessment Training 综合课程提供更多选择，让您更好地管理、解释 Talent Assessment Training…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Virtual Competency Based Interviewing,https://www.shl.com/solutions/services/training-calendar/view/virtual-competency-based-interviewing-2155/,"Online, United Arab Emirates, Jan 21, 2026: Competencies now lie at the heart of most organisations' recruitment and development activities. With over 30 years’ experience designing and delivering…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
Sertifisering for personlighets- og evnetester (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/sertifisering-for-personlighets-og-evnetester-%2809-00-12-30%29-2047/,"Online, Norway, Jan 26, 2026: How to select the most suitable tests and questionnaires to assess for a particular role How to administer and score assessments in a range of scenarios How to…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Virtual Assessment & Development Centre Design,https://www.shl.com/solutions/services/training-calendar/view/virtual-assessment-and-development-centre-design-2156/,"Online, United Arab Emirates, Jan 27, 2026: Let us share over 30 years of assessment experience with you on our 2 day Assessment and Development Centre Design workshop. Our highly experienced Consultant…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Virtual COMPD,https://www.shl.com/solutions/services/training-calendar/view/virtual-compd-2157/,"Online, United Arab Emirates, Jan 28, 2026: This course provides hands on experience of systematic job analysis techniques (Card Sorts, Repertory Grid, Critical Incidents and Visionary Interviewing) and…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K
Evaluation de la Personnalité et des Aptitudes (09.00 - 12.30),https://www.shl.com/solutions/services/training-calendar/view/evaluation-de-la-personnalit%C3%A9-et-des-aptitudes-%2809-00-12-30%29-2034/,"Online, France, Feb 2, 2026: Il est crucial de cerner la personnalité, les aptitudes et la motivation pour pouvoir mieux prédire des comportements ou des compétences au travail. Afin de…",Solutions|Talent Acquisition|Graduate & Early Careers|Manager Hiring|Interviewing|Technology Hiring|Professional Hiring|Volume Hiring|BPO Hiring|Contact Center Hiring|Retail Hiring|Talent Management|Succession Planning|Enterprise Leader Development|High Potential Identification|Manager Development|Skills Development|Sales Transformation|Talent Mobility|Services|Managed Services|Training Services|SHL Certification (OPQ/Verify)|Training Calendar|Back to Training Calendar,K&P
